model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,smote_strategy,xgb_learning_rate,rf_n_estimators,rf_max_depth,ada_n_estimators,rus_n_estimators
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run076_strategy=0.2_threshold=0.5_estima,0.2,0.05,100,15,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run077_strategy=0.2_threshold=0.5_estima,0.2,0.05,100,15,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run077_strategy=0.2_threshold=0.5_estima,0.2,0.05,100,15,200,200
RandomForest,0.5,0.9425087108013938,0.9462081128747796,0.9953617810760668,0.9701627486437613,0.9851266984943078,0.2701939078415348,0.6590379008746354,0.9583303594966528,1073,61,9,5,run077_strategy=0.2_threshold=0.5_estima,0.2,0.05,100,15,200,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run077_strategy=0.2_threshold=0.5_estima,0.2,0.05,100,15,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run077_strategy=0.2_threshold=0.5_estima,0.2,0.05,100,15,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run077_strategy=0.2_threshold=0.5_estima,0.2,0.05,100,15,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run078_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run078_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,100,200
RandomForest,0.5,0.9163763066202091,0.9580223880597015,0.9526901669758813,0.9553488372093023,0.9537518573551264,0.29818233931782406,0.7298701298701298,0.9667989556571401,1027,45,25,51,run078_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,100,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run078_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run078_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run078_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run079_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run079_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,200,200
RandomForest,0.5,0.9163763066202091,0.9580223880597015,0.9526901669758813,0.9553488372093023,0.9537518573551264,0.29818233931782406,0.7298701298701298,0.9667989556571401,1027,45,25,51,run079_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,200,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run079_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run079_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run079_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,5,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run080_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run080_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,100,200
RandomForest,0.5,0.9468641114982579,0.9560538116591928,0.9888682745825603,0.9721842225262198,0.9821264050119771,0.41367935172420467,0.682454280413464,0.9626064346145142,1066,49,21,12,run080_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,100,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run080_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run080_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run080_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run081_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run081_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,200,200
RandomForest,0.5,0.9468641114982579,0.9560538116591928,0.9888682745825603,0.9721842225262198,0.9821264050119771,0.41367935172420467,0.682454280413464,0.9626064346145142,1066,49,21,12,run081_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,200,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run081_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run081_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run081_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,10,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run082_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run082_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,100,200
RandomForest,0.5,0.9433797909407665,0.9486271036315324,0.9935064935064936,0.970548255550521,0.9841940819702261,0.3093482223924924,0.6685661277498012,0.9609652875719861,1071,58,12,7,run082_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,100,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run082_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run082_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run082_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run083_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run083_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,200,200
RandomForest,0.5,0.9433797909407665,0.9486271036315324,0.9935064935064936,0.970548255550521,0.9841940819702261,0.3093482223924924,0.6685661277498012,0.9609652875719861,1071,58,12,7,run083_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,200,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run083_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run083_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run083_strategy=0.2_threshold=0.5_estima,0.2,0.05,300,15,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run084_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run084_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,100,200
RandomForest,0.5,0.9207317073170732,0.958217270194986,0.9573283858998145,0.9577726218097448,0.9575060308034886,0.3123937322530966,0.731924198250729,0.96678753780024,1032,45,25,46,run084_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,100,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run084_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run084_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run084_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run085_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run085_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,200,200
RandomForest,0.5,0.9207317073170732,0.958217270194986,0.9573283858998145,0.9577726218097448,0.9575060308034886,0.3123937322530966,0.731924198250729,0.96678753780024,1032,45,25,46,run085_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,200,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run085_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run085_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run085_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,5,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run086_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run086_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,100,200
RandomForest,0.5,0.9468641114982579,0.9560538116591928,0.9888682745825603,0.9721842225262198,0.9821264050119771,0.41367935172420467,0.6777498012191889,0.9615578614831064,1066,49,21,12,run086_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,100,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run086_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run086_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run086_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run087_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run087_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,200,200
RandomForest,0.5,0.9468641114982579,0.9560538116591928,0.9888682745825603,0.9721842225262198,0.9821264050119771,0.41367935172420467,0.6777498012191889,0.9615580858587698,1066,49,21,12,run087_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,200,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run087_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run087_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run087_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,10,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run088_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run088_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,100,200
RandomForest,0.5,0.9433797909407665,0.9486271036315324,0.9935064935064936,0.970548255550521,0.9841940819702261,0.3093482223924924,0.671587596077392,0.9608127513121598,1071,58,12,7,run088_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,100,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run088_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run088_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run088_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run089_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run089_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,200,200
RandomForest,0.5,0.9433797909407665,0.9486271036315324,0.9935064935064936,0.970548255550521,0.9841940819702261,0.3093482223924924,0.671587596077392,0.9608127513121598,1071,58,12,7,run089_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,200,200
XGBoost,0.5,0.9137630662020906,0.9587628865979382,0.9489795918367347,0.9538461538461539,0.950920245398773,0.2993899747625309,0.6530877285979327,0.9562699376813137,1023,44,26,55,run089_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run089_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run089_strategy=0.2_threshold=0.5_estima,0.2,0.05,500,15,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run090_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run090_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,100,200
RandomForest,0.5,0.9224738675958188,0.9574468085106383,0.9601113172541744,0.9587772116720704,0.9595772297422585,0.3092470544142805,0.7275974025974027,0.9666627936898977,1035,46,24,43,run090_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,100,200
XGBoost,0.5,0.8893728222996515,0.9541547277936963,0.9267161410018553,0.9402352941176471,0.9320768800149282,0.20358452291152318,0.6209382454280413,0.9532917839113,999,48,22,79,run090_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run090_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run090_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run091_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run091_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,200,200
RandomForest,0.5,0.9224738675958188,0.9574468085106383,0.9601113172541744,0.9587772116720704,0.9595772297422585,0.3092470544142805,0.7275974025974027,0.9666627936898977,1035,46,24,43,run091_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,200,200
XGBoost,0.5,0.8893728222996515,0.9541547277936963,0.9267161410018553,0.9402352941176471,0.9320768800149282,0.20358452291152318,0.6209382454280413,0.9532917839113,999,48,22,79,run091_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run091_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run091_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,5,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run092_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run092_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,100,200
RandomForest,0.5,0.945993031358885,0.9560143626570916,0.9879406307977736,0.9717153284671532,0.9813859196461482,0.40642395545228077,0.6854492446329181,0.9634609147525859,1065,49,21,13,run092_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,100,200
XGBoost,0.5,0.8893728222996515,0.9541547277936963,0.9267161410018553,0.9402352941176471,0.9320768800149282,0.20358452291152318,0.6209382454280413,0.9532917839113,999,48,22,79,run092_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run092_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run092_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run093_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,200,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run093_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,200,200
RandomForest,0.5,0.945993031358885,0.9560143626570916,0.9879406307977736,0.9717153284671532,0.9813859196461482,0.40642395545228077,0.6854492446329181,0.9634611466345469,1065,49,21,13,run093_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,200,200
XGBoost,0.5,0.8893728222996515,0.9541547277936963,0.9267161410018553,0.9402352941176471,0.9320768800149282,0.20358452291152318,0.6209382454280413,0.9532917839113,999,48,22,79,run093_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,200,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run093_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,200,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run093_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,10,200,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run094_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,15,100,200
Baseline_PriorRate,0.5,0.8501742160278746,0.9364161849710982,0.9016697588126159,0.9187145557655955,0.908411214953271,-0.03348324883351259,0.5,0.9390243902439024,972,66,4,106,run094_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,15,100,200
RandomForest,0.5,0.9425087108013938,0.9462081128747796,0.9953617810760668,0.9701627486437613,0.9851266984943078,0.2701939078415348,0.6590379008746354,0.9583303594966528,1073,61,9,5,run094_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,15,100,200
XGBoost,0.5,0.8893728222996515,0.9541547277936963,0.9267161410018553,0.9402352941176471,0.9320768800149282,0.20358452291152318,0.6209382454280413,0.9532917839113,999,48,22,79,run094_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,15,100,200
AdaBoost,0.5,0.8754355400696864,0.95968534906588,0.9053803339517625,0.9317422434367542,0.9157440420341527,0.24057959442465776,0.7043996819507023,0.9649008578696274,976,41,29,102,run094_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,15,100,200
RUSBoost,0.5,0.8841463414634146,0.9565217391304348,0.9183673469387755,0.9370563180312352,0.9257527585561998,0.22130268965497044,0.6888218923933209,0.9630828692644076,990,45,25,88,run094_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,15,100,200
Baseline_Majority,0.5,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run095_strategy=0.2_threshold=0.5_estima,0.2,0.1,100,15,200,200
