model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,cut_year,apply_smote,smote_strategy,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,ada_n_estimators,ada_learning_rate,rus_n_estimators,rus_learning_rate,logit_C,logit_penalty,svm_C,svm_kernel,svm_gamma,mlp_hidden_layer_sizes,mlp_alpha,mlp_learning_rate_init,mlp_activation
XGBoost,0.7,0.8789198606271778,0.9536231884057971,0.9155844155844156,0.9342167534311405,0.9229474471666355,0.18464244611616723,0.6376358335542008,0.9559611556406716,987,48,22,91,run420,2010,True,0.3,100,7,2,200,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.7883275261324042,0.9484425349087003,0.8191094619666048,0.879044300647088,0.8420751478161358,0.08152556517199526,0.5743705274317519,0.944680447967817,883,48,22,195,run421,2010,True,0.3,100,7,2,200,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8554006968641115,0.9550898203592815,0.8877551020408163,0.9201923076923076,0.9004516371847949,0.17588681221573932,0.6324542804134641,0.9553200788893165,957,45,25,121,run422,2010,True,0.3,100,7,2,200,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8423344947735192,0.948948948948949,0.8794063079777366,0.9128550794415021,0.8924872905290906,0.1073950593929764,0.59018022793533,0.9542780088917201,948,51,19,130,run423,2010,True,0.3,100,7,2,200,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8501742160278746,0.9502982107355865,0.8868274582560297,0.9174664107485605,0.898834148176006,0.12540343170024937,0.5997084548104956,0.9513553429350776,956,50,20,122,run424,2010,True,0.3,100,7,2,200,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8527874564459931,0.9495548961424333,0.8905380333951762,0.9191000478697942,0.9017471350742062,0.11954956978207279,0.5889477869069706,0.9500389181746639,960,51,19,118,run425,2010,True,0.3,100,7,2,200,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8162020905923345,0.9558359621451105,0.8432282003710575,0.8960078856579596,0.8635759072772183,0.15436504198791717,0.6225417439703154,0.9525169099900312,909,42,28,169,run426,2010,True,0.3,100,7,2,300,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.7935540069686411,0.9497326203208556,0.8237476808905381,0.8822652757078987,0.8461978273299028,0.09375991073704537,0.5860985952822688,0.9484057718735416,888,47,23,190,run427,2010,True,0.3,100,7,2,300,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8623693379790941,0.9545454545454546,0.8961038961038961,0.9244019138755981,0.9072126220886552,0.17693990421454292,0.6141796978531673,0.9547994219853339,966,46,24,112,run428,2010,True,0.3,100,7,2,300,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8275261324041812,0.9489795918367347,0.862708719851577,0.9037900874635568,0.8786848072562359,0.10048284977904712,0.5935860058309038,0.9500276584886742,930,50,20,148,run429,2010,True,0.3,100,7,2,300,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8554006968641115,0.9523809523809523,0.8905380333951762,0.9204218600191755,0.9022556390977443,0.149776757632667,0.5998012191889743,0.9537978538408254,960,48,22,118,run430,2010,True,0.3,100,7,2,300,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8632404181184669,0.951028403525955,0.9007421150278293,0.9252024773701762,0.9103693980873805,0.14223974514230547,0.612364166445799,0.9529445533436428,971,50,20,107,run431,2010,True,0.3,100,7,2,300,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8519163763066202,0.9486166007905138,0.8905380333951762,0.9186602870813397,0.9015777610818934,0.10935105881582001,0.6245295520805725,0.9564343998140029,960,52,18,118,run432,2010,True,0.3,100,7,2,300,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8362369337979094,0.9476861167002012,0.8738404452690167,0.9092664092664092,0.8876743309460987,0.09196462063721393,0.5757818711900344,0.9465264923489906,942,52,18,136,run433,2010,True,0.3,100,7,2,300,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8536585365853658,0.952286282306163,0.8886827458256029,0.9193857965451055,0.9007145543437383,0.14751758524739012,0.6145573813941161,0.9538536641510773,958,48,22,120,run434,2010,True,0.3,100,7,2,300,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8423344947735192,0.948948948948949,0.8794063079777366,0.9128550794415021,0.8924872905290906,0.1073950593929764,0.5810760667903525,0.9467834590391884,948,51,19,130,run435,2010,True,0.3,100,7,2,300,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8632404181184669,0.9519136408243376,0.8998144712430427,0.9251311397234144,0.9097730256987432,0.15139216210363055,0.6130797773654917,0.9536467336435942,970,49,21,108,run436,2010,True,0.3,100,7,2,300,13,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8440766550522648,0.949050949050949,0.8812615955473099,0.9139009139009139,0.8940335027291549,0.1093436996909932,0.601080042406573,0.9514480887658108,950,51,19,128,run437,2010,True,0.3,100,7,2,300,13,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8858885017421603,0.9548511047070125,0.922077922077922,0.9381783860311468,0.9284513356996077,0.20630403901864988,0.6287834614365226,0.9550171637880847,994,47,23,84,run438,2010,True,0.3,100,7,2,300,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8013937282229965,0.9454926624737946,0.8367346938775511,0.8877952755905512,0.856437523737182,0.05994391444845742,0.5611317254174397,0.944577511649004,902,52,18,176,run439,2010,True,0.3,100,7,2,300,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8597560975609756,0.9526159921026653,0.8951762523191095,0.9230033476805356,0.9061032863849765,0.15559368633134527,0.6211900344553406,0.9546702850456379,965,48,22,113,run440,2010,True,0.3,100,7,2,300,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8606271777003485,0.9508840864440079,0.8979591836734694,0.9236641221374046,0.9080675422138836,0.13869450812453699,0.5894381129075007,0.9544727175306709,968,50,20,110,run441,2010,True,0.3,100,7,2,300,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8536585365853658,0.9504950495049505,0.8905380333951762,0.9195402298850575,0.9019165727170236,0.1296859746909378,0.5884177047442354,0.9504781622148106,960,50,20,118,run442,2010,True,0.3,100,7,2,300,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8501742160278746,0.9476284584980237,0.8896103896103896,0.9177033492822967,0.9006386175807664,0.0980862512493662,0.5868937185263716,0.9509383861452623,959,53,17,119,run443,2010,True,0.3,100,7,2,300,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_Majority,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_PriorRate,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.936411149825784,0.9396325459317585,0.9962894248608535,0.9671319225574065,0.9844179651695693,0.038426990548543545,0.7147826663132786,0.9640531748630048,1074,69,1,4,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9346689895470384,0.9473684210526315,0.9851576994434137,0.965893587994543,0.97736057426836,0.22468822366385582,0.6399549430161675,0.9549582700102774,1062,59,11,16,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9250871080139372,0.9558823529411765,0.9647495361781077,0.9602954755309326,0.9629629629629629,0.30000424409187065,0.7022727272727273,0.9649458134717321,1040,48,22,38,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9277003484320557,0.9494128274616079,0.9749536178107606,0.9620137299771166,0.9697361136741096,0.22558778976232488,0.679737609329446,0.9615122368779425,1051,56,14,27,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.3,0.9381533101045296,0.9420544337137841,0.9953617810760668,0.9679747406405051,0.9842230783342506,0.14245344421851563,0.7107606679035251,0.9659570822175596,1073,66,4,5,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.668976941425921,0.9609288898096093,1078,70,0,0,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.3,0.926829268292683,0.9390459363957597,0.9860853432282004,0.9619909502262444,0.9763041880969875,0.0007573845230005599,0.6593824542804134,0.9633338307731859,1063,69,1,15,run444,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.3,0.926829268292683,0.9398230088495575,0.9851576994434137,0.9619565217391305,0.9757442116868799,0.026443922803989463,0.626636628677445,0.9620987560480873,1062,68,2,16,run445,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.01,relu
MLP,0.3,0.926829268292683,0.9390459363957597,0.9860853432282004,0.9619909502262444,0.9763041880969875,0.0007573845230005599,0.658322289954943,0.9632076321989657,1063,69,1,15,run446,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.001,0.001,relu
MLP,0.3,0.9181184668989547,0.944043321299639,0.9703153988868275,0.9569990850869168,0.9649446494464945,0.11039123754637209,0.6824675324675324,0.9671208634116587,1046,62,8,32,run447,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.001,0.01,relu
MLP,0.3,0.9128919860627178,0.9413357400722022,0.9675324675324676,0.9542543458371455,0.9621771217712177,0.05083806992267136,0.615425390935595,0.9580260751240617,1043,65,5,35,run448,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.0001,0.001,relu
MLP,0.3,0.8667247386759582,0.9359095193213949,0.9211502782931354,0.9284712482468443,0.9240647682858738,-0.045459181075446414,0.5134972170686457,0.9432762010858752,993,68,2,85,run449,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.0001,0.01,relu
MLP,0.3,0.9250871080139372,0.9404973357015985,0.9823747680890538,0.9609800362976406,0.9737035674880471,0.04403804267208202,0.6138616485555262,0.9574380028277554,1059,67,3,19,run450,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.001,relu
MLP,0.3,0.8693379790940766,0.9385633270321361,0.9211502782931354,0.9297752808988764,0.9245810055865922,-0.006606410229544229,0.5175987278028095,0.9470470261960058,993,65,5,85,run451,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.01,relu
MLP,0.3,0.8850174216027874,0.9445488721804511,0.9322820037105751,0.938375350140056,0.9347098214285714,0.08216866224822743,0.664060429366552,0.9661691822981674,1005,59,11,73,run452,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.001,relu
MLP,0.3,0.9085365853658537,0.9410698096101541,0.9628942486085343,0.951856946354883,0.9584487534626038,0.04232016483056829,0.5300424065730187,0.9462743706526167,1038,65,5,40,run453,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.01,relu
MLP,0.3,0.8858885017421603,0.9412861136999068,0.9369202226345084,0.9390980939098094,0.9377901578458682,0.03575133133116577,0.661555791147628,0.9648321444652851,1010,63,7,68,run454,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.001,relu
MLP,0.3,0.8954703832752613,0.9402573529411765,0.9489795918367347,0.9445983379501385,0.9472222222222222,0.02194179976735756,0.5524251258945136,0.9502763495202693,1023,65,5,55,run455,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.01,relu
SVM,0.3,0.9198606271777003,0.9393939393939394,0.9777365491651205,0.9581818181818181,0.9698196540301803,0.010145312989486741,0.6616883116883117,0.9644706819109929,1054,68,2,24,run456,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,linear,scale,"(32,)",0.0001,0.001,relu
SVM,0.3,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.6646567717996289,0.9610061461398115,1078,70,0,0,run457,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.3,0.921602787456446,0.9395017793594306,0.9795918367346939,0.9591280653950953,0.9713024282560706,0.013653171177650861,0.6641664457990989,0.9646876524931943,1056,68,2,22,run458,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,linear,scale,"(32,)",0.0001,0.001,relu
Logit,0.3,0.936411149825784,0.9396325459317585,0.9962894248608535,0.9671319225574065,0.9844179651695693,0.038426990548543545,0.7088258680095415,0.9682856095531241,1074,69,1,4,run459,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.3,0.9372822299651568,0.9396853146853147,0.9972170686456401,0.9675967596759676,0.9851539589442815,0.046710908791103796,0.7194805194805194,0.9699102770308924,1075,69,1,3,run460,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.3,0.9381533101045296,0.9405074365704287,0.9972170686456401,0.9680324178298064,0.9853345554537122,0.0937079243201325,0.7166975881261596,0.9708804470680275,1075,68,2,3,run461,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9294425087108014,0.9486948694869487,0.9777365491651205,0.962996802192782,0.9717868338557993,0.22145610241858513,0.6812483434932415,0.9621649609964915,1054,57,13,24,run462,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9207317073170732,0.9506849315068493,0.9656771799628943,0.9581224114127934,0.9626410208988349,0.2214987718572788,0.6435661277498013,0.9560443490877366,1041,54,16,37,run463,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,200,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9277003484320557,0.9494128274616079,0.9749536178107606,0.9620137299771166,0.9697361136741096,0.22558778976232488,0.679737609329446,0.9615122368779425,1051,56,14,27,run464,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,300,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9294425087108014,0.9486948694869487,0.9777365491651205,0.962996802192782,0.9717868338557993,0.22145610241858513,0.6812483434932415,0.9621649609964915,1054,57,13,24,run465,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,300,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.3,0.9207317073170732,0.9506849315068493,0.9656771799628943,0.9581224114127934,0.9626410208988349,0.2214987718572788,0.6435661277498013,0.9560443490877366,1041,54,16,37,run466,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.1,300,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.926829268292683,0.9559633027522936,0.9666048237476809,0.9612546125461254,0.9644576082932247,0.30687977329425176,0.7079711105221309,0.9652399865893586,1042,48,22,36,run467,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9233449477351916,0.9566420664206642,0.9619666048237476,0.9592969472710453,0.9608969607116382,0.3030098628711161,0.6532931354359925,0.9568836022009587,1037,47,23,41,run468,2010,True,0.4,100,7,2,200,7,0.1,0.8,200,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9250871080139372,0.9558823529411765,0.9647495361781077,0.9602954755309326,0.9629629629629629,0.30000424409187065,0.7022727272727273,0.9649458134717321,1040,48,22,38,run469,2010,True,0.4,100,7,2,200,7,0.1,0.8,300,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.926829268292683,0.9559633027522936,0.9666048237476809,0.9612546125461254,0.9644576082932247,0.30687977329425176,0.7079711105221309,0.9652399865893586,1042,48,22,36,run470,2010,True,0.4,100,7,2,200,7,0.1,0.8,300,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.3,0.9233449477351916,0.9566420664206642,0.9619666048237476,0.9592969472710453,0.9608969607116382,0.3030098628711161,0.6532931354359925,0.9568836022009587,1037,47,23,41,run471,2010,True,0.4,100,7,2,200,7,0.1,0.8,300,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9396853146853147,0.9972170686456401,0.9675967596759676,0.9851539589442815,0.046710908791103796,0.7060429366551816,0.9644385585065296,1075,69,1,3,run472,2010,True,0.4,100,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.6663795388285185,0.9596360083289125,1076,70,0,2,run473,2010,True,0.4,100,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9396853146853147,0.9972170686456401,0.9675967596759676,0.9851539589442815,0.046710908791103796,0.7331433872250201,0.9665723909645523,1075,69,1,3,run474,2010,True,0.4,200,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9396853146853147,0.9972170686456401,0.9675967596759676,0.9851539589442815,0.046710908791103796,0.709541478929234,0.9651314878089687,1075,69,1,3,run475,2010,True,0.4,200,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.6821097270076861,0.9604374621731351,1076,70,0,2,run476,2010,True,0.4,200,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.936411149825784,0.9396325459317585,0.9962894248608535,0.9671319225574065,0.9844179651695693,0.038426990548543545,0.7270606944076332,0.9658663951825887,1074,69,1,4,run477,2010,True,0.4,300,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.936411149825784,0.9388646288209607,0.9972170686456401,0.967161493477283,0.984973428623786,-0.01304360154691106,0.7061887092499337,0.9648204200973065,1075,70,0,3,run478,2010,True,0.4,300,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.936411149825784,0.9388646288209607,0.9972170686456401,0.967161493477283,0.984973428623786,-0.01304360154691106,0.6786906970580441,0.9593815293615532,1075,70,0,3,run479,2010,True,0.4,300,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.936411149825784,0.9396325459317585,0.9962894248608535,0.9671319225574065,0.9844179651695693,0.038426990548543545,0.7303737079247283,0.9658443183643639,1074,69,1,4,run480,2010,True,0.4,400,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9396853146853147,0.9972170686456401,0.9675967596759676,0.9851539589442815,0.046710908791103796,0.7023986217863769,0.9643329124966382,1075,69,1,3,run481,2010,True,0.4,400,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.3,0.9372822299651568,0.9389179755671903,0.9981447124304267,0.9676258992805755,0.9857090509344082,-0.01064540843061287,0.6825337927378744,0.9594672214469437,1076,70,0,2,run482,2010,True,0.4,400,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9381533101045296,0.9499553172475425,0.9860853432282004,0.9676832043695949,0.9786411342294237,0.2837634959974056,0.6319374503047973,0.9528909537506154,1063,56,14,15,run483,2010,True,0.4,100,7,2,200,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9425087108013938,0.9501779359430605,0.9907235621521335,0.9700272479564033,0.9823399558498896,0.3189877266051156,0.6500132520540685,0.9546023742693204,1068,56,14,10,run484,2010,True,0.4,100,7,2,200,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.936411149825784,0.9482604817127565,0.9860853432282004,0.9668030923146885,0.9782808761273698,0.24870965044408552,0.6254571958653591,0.9510449971928949,1063,58,12,15,run485,2010,True,0.4,100,7,2,200,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9398954703832753,0.9484444444444444,0.9897959183673469,0.9686790739900136,0.9812396542210778,0.2753272724782715,0.6433077126954678,0.9576133191509657,1067,58,12,11,run486,2010,True,0.4,100,7,2,200,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.9372822299651568,0.9451327433628318,0.9907235621521335,0.967391304347826,0.9812568908489526,0.2022602744197032,0.6364431486880466,0.9520000265306864,1068,62,8,10,run487,2010,True,0.4,100,7,2,200,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.3,0.926829268292683,0.94375,0.9805194805194806,0.9617834394904459,0.9729381443298969,0.12490255942393395,0.5963556851311953,0.9499756270732411,1057,63,7,21,run488,2010,True,0.4,100,7,2,200,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
