model,threshold,accuracy,precision,recall,f1,f2,mcc,auc_roc,auc_pr,TP,FP,TN,FN,run_id,cut_year,apply_smote,smote_strategy,rf_n_estimators,rf_max_depth,rf_min_samples_leaf,xgb_n_estimators,xgb_max_depth,xgb_learning_rate,xgb_subsample,ada_n_estimators,ada_learning_rate,rus_n_estimators,rus_learning_rate,logit_C,logit_penalty,svm_C,svm_kernel,svm_gamma,mlp_hidden_layer_sizes,mlp_alpha,mlp_learning_rate_init,mlp_activation
XGBoost,0.5,0.9250871080139372,0.953382084095064,0.9675324675324676,0.9604051565377533,0.9646688864224935,0.27007224674157515,0.6376358335542008,0.9559611556406716,1043,51,19,35,run346,2010,True,0.3,100,7,2,200,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8684668989547039,0.9495635305528612,0.9081632653061225,0.9284020862968232,0.9161519745461352,0.13074499589534558,0.5743705274317519,0.944680447967817,979,52,18,99,run347,2010,True,0.3,100,7,2,200,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9067944250871081,0.9516279069767442,0.9489795918367347,0.9503019043195541,0.9495080749953592,0.20212406875679237,0.6324542804134641,0.9553200788893165,1023,52,18,55,run348,2010,True,0.3,100,7,2,200,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8989547038327527,0.9470260223048327,0.9452690166975881,0.9461467038068709,0.9456198960653304,0.12927125123193967,0.59018022793533,0.9542780088917201,1019,57,13,59,run349,2010,True,0.3,100,7,2,200,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8963414634146342,0.9468779123951537,0.9424860853432282,0.9446768944676894,0.9433611884865367,0.12414155753686205,0.5997084548104956,0.9513553429350776,1016,57,13,62,run350,2010,True,0.3,100,7,2,200,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8972125435540069,0.946927374301676,0.9434137291280148,0.9451672862453532,0.9441143705904196,0.1258232429131708,0.5889477869069706,0.9500389181746639,1017,57,13,61,run351,2010,True,0.3,100,7,2,200,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9015679442508711,0.9505135387488328,0.9443413729128015,0.947417403443462,0.9455693851012447,0.17906912169826944,0.6225417439703154,0.9525169099900312,1018,53,17,60,run352,2010,True,0.3,100,7,2,300,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8928571428571429,0.9500471253534402,0.935064935064935,0.9424964936886395,0.9380234505862647,0.16086846734816646,0.5860985952822688,0.9484057718735416,1008,53,17,70,run353,2010,True,0.3,100,7,2,300,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9233449477351916,0.9508196721311475,0.9684601113172542,0.9595588235294118,0.9648798521256932,0.23099787235415867,0.6141796978531673,0.9547994219853339,1044,54,16,34,run354,2010,True,0.3,100,7,2,300,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9085365853658537,0.9475620975160993,0.9554730983302412,0.9515011547344111,0.953880348212632,0.15061721135367043,0.5935860058309038,0.9500276584886742,1030,57,13,48,run355,2010,True,0.3,100,7,2,300,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9172473867595818,0.9505041246562786,0.9619666048237476,0.9562010142923006,0.9596520451600963,0.20988928867884632,0.5998012191889743,0.9537978538408254,1037,54,16,41,run356,2010,True,0.3,100,7,2,300,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9198606271777003,0.9498175182481752,0.9656771799628943,0.9576816927322908,0.9624630177514792,0.20707821875877822,0.612364166445799,0.9529445533436428,1041,55,15,37,run357,2010,True,0.3,100,7,2,300,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9015679442508711,0.9471733086190918,0.948051948051948,0.9476124246638851,0.9478760897792617,0.13466961925256496,0.6245295520805725,0.9564343998140029,1022,57,13,56,run358,2010,True,0.3,100,7,2,300,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8963414634146342,0.9468779123951537,0.9424860853432282,0.9446768944676894,0.9433611884865367,0.12414155753686205,0.5757818711900344,0.9465264923489906,1016,57,13,62,run359,2010,True,0.3,100,7,2,300,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9033101045296167,0.9497674418604651,0.9471243042671614,0.9484440315838365,0.9476517542231297,0.17228757255867003,0.6145573813941161,0.9538536641510773,1021,54,16,57,run360,2010,True,0.3,100,7,2,300,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9067944250871081,0.9499536607970342,0.950834879406308,0.9503940658321743,0.9506585049156001,0.18061792207660238,0.5810760667903525,0.9467834590391884,1025,54,16,53,run361,2010,True,0.3,100,7,2,300,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9198606271777003,0.9481818181818182,0.9675324675324676,0.9577594123048668,0.96359940872136,0.18320305914897464,0.6130797773654917,0.9536467336435942,1043,57,13,35,run362,2010,True,0.3,100,7,2,300,13,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8989547038327527,0.9486940298507462,0.9434137291280148,0.946046511627907,0.9444650817236255,0.15176945414380266,0.601080042406573,0.9514480887658108,1017,55,15,61,run363,2010,True,0.3,100,7,2,300,13,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9242160278745645,0.9508644222020018,0.9693877551020408,0.9600367478180983,0.9656255775272593,0.23433500501244411,0.6287834614365226,0.9550171637880847,1045,54,16,33,run364,2010,True,0.3,100,7,2,300,7,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.872822299651568,0.9472168905950096,0.9155844155844156,0.9311320754716981,0.9217407545760179,0.1073447683548315,0.5611317254174397,0.944577511649004,987,55,15,91,run365,2010,True,0.3,100,7,2,300,7,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9024390243902439,0.948051948051948,0.948051948051948,0.948051948051948,0.948051948051948,0.14805194805194805,0.6211900344553406,0.9546702850456379,1022,56,14,56,run366,2010,True,0.3,100,7,2,300,10,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.9041811846689896,0.9481481481481482,0.9499072356215214,0.9490268767377201,0.9495548961424333,0.15195488350065747,0.5894381129075007,0.9544727175306709,1024,56,14,54,run367,2010,True,0.3,100,7,2,300,10,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8937282229965157,0.9442379182156134,0.9424860853432282,0.9433611884865367,0.9428359317000743,0.08422772743157543,0.5884177047442354,0.9504781622148106,1016,60,10,62,run368,2010,True,0.3,100,7,2,300,13,0.3,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.5,0.8937282229965157,0.947565543071161,0.9387755102040817,0.9431500465983225,0.9405204460966543,0.13041892413733797,0.5868937185263716,0.9509383861452623,1012,56,14,66,run369,2010,True,0.3,100,7,2,300,13,0.3,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_Majority,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Baseline_PriorRate,0.7,0.9390243902439024,0.9390243902439024,1.0,0.9685534591194969,0.9871794871794872,0.0,0.5,0.9390243902439024,1078,70,0,0,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.7682926829268293,0.9613636363636363,0.7847866419294991,0.86414708886619,0.8147149460708782,0.16917100900496626,0.712642459581235,0.9647735218516775,846,34,36,232,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.7857142857142857,0.956140350877193,0.8089053803339518,0.8763819095477386,0.8346094946401225,0.1406132299330519,0.6265703684071031,0.9530705106413345,872,40,30,206,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.7,0.7865853658536586,0.9622641509433962,0.8042671614100185,0.876200101061142,0.8315749088816421,0.1854936548157722,0.7057050092764379,0.9646816323250359,867,34,36,211,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.7,0.7961672473867596,0.9586956521739131,0.8181818181818182,0.8828828828828829,0.8428899082568807,0.1651361666624741,0.685164325470448,0.9623796729759913,882,38,32,196,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.7,0.9285714285714286,0.9510869565217391,0.974025974025974,0.9624197983501375,0.9693500738552437,0.252511637753317,0.703551550490326,0.9642228621905526,1050,54,16,28,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.7,0.9285714285714286,0.9552102376599635,0.9693877551020408,0.9622467771639043,0.9665186829448761,0.30446032784842164,0.675728862973761,0.9618264182706308,1045,49,21,33,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.7,0.9041811846689896,0.9448529411764706,0.9536178107606679,0.9492151431209603,0.9518518518518518,0.10372487162750846,0.6510204081632652,0.9610659915493096,1028,60,10,50,run370,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
MLP,0.7,0.8493031358885017,0.9423264907135875,0.8942486085343229,0.9176582579723941,0.9034676663542643,0.03947813073863361,0.6040816326530611,0.9567754186082291,964,59,11,114,run371,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.01,relu
MLP,0.7,0.9024390243902439,0.9447513812154696,0.9517625231910947,0.9482439926062847,0.9503519822156354,0.10016801186194371,0.6501590246488206,0.961000872872553,1026,60,10,52,run372,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.001,0.001,relu
MLP,0.7,0.8466898954703833,0.942156862745098,0.891465677179963,0.9161105815061964,0.9011627906976745,0.036954374514701974,0.6045189504373178,0.957086953999586,961,59,11,117,run373,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.001,0.01,relu
MLP,0.7,0.8858885017421603,0.9412861136999068,0.9369202226345084,0.9390980939098094,0.9377901578458682,0.03575133133116577,0.5851974556056189,0.9520338213456339,1010,63,7,68,run374,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.0001,0.001,relu
MLP,0.7,0.8902439024390244,0.9440298507462687,0.9387755102040817,0.9413953488372093,0.9398216939078752,0.07856301155679198,0.6257884972170686,0.9586190651354489,1012,60,10,66,run375,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.0001,0.01,relu
MLP,0.7,0.8632404181184669,0.9398280802292264,0.9128014842300557,0.9261176470588235,0.9180817316663556,0.010813958491836103,0.5741054863503843,0.9505736351727659,984,63,7,94,run376,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.001,relu
MLP,0.7,0.9137630662020906,0.9429864253393665,0.9666048237476809,0.9546495648190564,0.9617869669558796,0.08393608660683388,0.5855022528491917,0.9515028426007214,1042,63,7,36,run377,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(64, 32)",0.001,0.01,relu
MLP,0.7,0.8789198606271778,0.943342776203966,0.9267161410018553,0.9349555451567618,0.9299944144479613,0.06225266092048718,0.6091836734693878,0.9601247427358606,999,60,10,79,run378,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.001,relu
MLP,0.7,0.8876306620209059,0.9438727782974743,0.9359925788497218,0.9399161620866325,0.9375580747073035,0.07453429827820905,0.5827126954677975,0.9557640082986212,1009,60,10,69,run379,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.0001,0.01,relu
MLP,0.7,0.813588850174216,0.9408163265306122,0.8552875695732839,0.8960155490767736,0.8711262282690854,0.018086912960228484,0.586522661012457,0.9572526182590507,922,58,12,156,run380,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.001,relu
MLP,0.7,0.8876306620209059,0.9422180801491147,0.937847866419295,0.9400278940027894,0.9387186629526463,0.05048303569878182,0.5725881261595547,0.9537913395877161,1011,62,8,67,run381,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(128, 64, 32)",0.001,0.01,relu
SVM,0.7,0.8763066202090593,0.940677966101695,0.9267161410018553,0.9336448598130841,0.9294752512095273,0.02428402343694561,0.6497084548104957,0.9623264564335603,999,63,7,79,run382,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,linear,scale,"(32,)",0.0001,0.001,relu
SVM,0.7,0.9381533101045296,0.9523809523809523,0.9833024118738405,0.967594705613875,0.9769585253456221,0.3147688421324181,0.6676384839650145,0.96138897090953,1060,53,17,18,run383,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,rbf,scale,"(32,)",0.0001,0.001,relu
SVM,0.7,0.8780487804878049,0.9407894736842105,0.9285714285714286,0.934640522875817,0.9309895833333334,0.02625305806271167,0.6502782931354361,0.9625420336233159,1001,63,7,77,run384,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,1.0,linear,scale,"(32,)",0.0001,0.001,relu
Logit,0.7,0.8911149825783972,0.9516587677725118,0.9313543599257885,0.9413970932958274,0.9353456307061673,0.1778369875630111,0.7123641664457991,0.9680801900352427,1004,51,19,74,run385,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.7,0.9137630662020906,0.9511520737327189,0.9573283858998145,0.9542302357836339,0.9560867148415787,0.21033228315008343,0.7281473628412403,0.969734190963885,1032,53,17,46,run386,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
Logit,0.7,0.9172473867595818,0.9488584474885845,0.963821892393321,0.956281638288081,0.9607915664878861,0.18680364426931917,0.7259077657036841,0.9706294172879834,1039,56,14,39,run387,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.1,l2,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.7,0.789198606271777,0.9583333333333334,0.8107606679035251,0.878391959798995,0.8365237366003063,0.15862930001822417,0.683845746090644,0.9621184005198449,874,38,32,204,run388,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.7,0.7752613240418118,0.9606741573033708,0.7931354359925789,0.8689024390243902,0.8217993079584776,0.16804355706369806,0.7020408163265306,0.964645321707891,855,35,35,223,run389,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,200,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.7,0.7961672473867596,0.9586956521739131,0.8181818181818182,0.8828828828828829,0.8428899082568807,0.1651361666624741,0.685164325470448,0.9623796729759913,882,38,32,196,run390,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,300,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.7,0.789198606271777,0.9583333333333334,0.8107606679035251,0.878391959798995,0.8365237366003063,0.15862930001822417,0.683845746090644,0.9621184005198449,874,38,32,204,run391,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,300,0.2,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RUSBoost,0.7,0.7752613240418118,0.9606741573033708,0.7931354359925789,0.8689024390243902,0.8217993079584776,0.16804355706369806,0.7020408163265306,0.964645321707891,855,35,35,223,run392,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.1,300,0.3,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.7,0.8109756097560976,0.9614147909967846,0.8320964749536178,0.8920934858279463,0.8551000953288846,0.19492473226664153,0.704386429896634,0.964607765935862,897,36,34,181,run393,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.7,0.8057491289198606,0.9611650485436893,0.826530612244898,0.8887780548628429,0.8503531208245848,0.1895037233259009,0.7085078187119003,0.96496037165146,891,36,34,187,run394,2010,True,0.3,100,7,2,200,7,0.1,0.8,200,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.7,0.7865853658536586,0.9622641509433962,0.8042671614100185,0.876200101061142,0.8315749088816421,0.1854936548157722,0.7057050092764379,0.9646816323250359,867,34,36,211,run395,2010,True,0.3,100,7,2,200,7,0.1,0.8,300,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.7,0.8109756097560976,0.9614147909967846,0.8320964749536178,0.8920934858279463,0.8551000953288846,0.19492473226664153,0.704386429896634,0.964607765935862,897,36,34,181,run396,2010,True,0.3,100,7,2,200,7,0.1,0.8,300,0.2,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
AdaBoost,0.7,0.8057491289198606,0.9611650485436893,0.826530612244898,0.8887780548628429,0.8503531208245848,0.1895037233259009,0.7085078187119003,0.96496037165146,891,36,34,187,run397,2010,True,0.3,100,7,2,200,7,0.1,0.8,300,0.3,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.8745644599303136,0.9623762376237623,0.9016697588126159,0.9310344827586207,0.9131905298759865,0.2640133421602881,0.7274847601378214,0.966405635709434,972,38,32,106,run398,2010,True,0.3,100,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.8980836236933798,0.958930276981853,0.9313543599257885,0.9449411764705883,0.9367419294644523,0.2678413777180855,0.6919825072886298,0.9612266111113494,1004,43,27,74,run399,2010,True,0.3,100,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.7604529616724739,0.9620253164556962,0.7755102040816326,0.8587570621468926,0.8067940552016986,0.16964325583545994,0.7254704479194274,0.9664552594494652,836,33,37,242,run400,2010,True,0.3,200,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.8815331010452961,0.9599609375,0.911873840445269,0.9352997145575642,0.9211019490254873,0.2514361308689899,0.7191492181288099,0.964632446880328,983,41,29,95,run401,2010,True,0.3,200,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.9015679442508711,0.9582146248812915,0.9359925788497218,0.9469732519943689,0.940354147250699,0.26700300883923245,0.6874105486350385,0.9602808445055135,1009,44,26,69,run402,2010,True,0.3,200,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.769163763066202,0.9635119726339795,0.7838589981447124,0.8644501278772379,0.8142223935247639,0.18409608340059277,0.7236019082957859,0.9652354426453078,845,32,38,233,run403,2010,True,0.3,300,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.877177700348432,0.9597644749754661,0.9072356215213359,0.932761087267525,0.9172763083849184,0.24360502964307496,0.7063344818446858,0.9634528031144316,978,41,29,100,run404,2010,True,0.3,300,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.9024390243902439,0.9582542694497154,0.9369202226345084,0.9474671669793621,0.9411106969809915,0.2691016882943275,0.678902729923138,0.959794022902105,1010,44,26,68,run405,2010,True,0.3,300,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.7656794425087108,0.9644087256027555,0.7792207792207793,0.8619805028219599,0.8103415010611615,0.1881128560898387,0.7306387490060959,0.9659662903603008,840,31,39,238,run406,2010,True,0.3,400,7,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.8797909407665505,0.9598825831702544,0.9100185528756958,0.9342857142857143,0.9195725534308211,0.24825633697762528,0.7049695202756427,0.9632315695918897,981,41,29,97,run407,2010,True,0.3,400,10,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
RandomForest,0.7,0.9059233449477352,0.9584120982986768,0.9406307977736549,0.949438202247191,0.9441340782122905,0.2777995501523348,0.67896899019348,0.9609721496598658,1014,44,26,64,run408,2010,True,0.3,400,13,2,200,7,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.7665505226480837,0.9540358744394619,0.7894248608534323,0.8639593908629442,0.8176402767102229,0.11710341641590258,0.5963821892393322,0.9502376746450176,851,41,29,227,run409,2010,True,0.3,100,7,2,200,7,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8527874564459931,0.9567839195979899,0.8831168831168831,0.9184756391702846,0.896928584887884,0.1892695566984926,0.6219851576994435,0.9548563872668469,952,43,27,126,run410,2010,True,0.3,100,7,2,200,10,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.828397212543554,0.9536560247167868,0.8589981447124304,0.9038555392874573,0.8763959871285255,0.14321856319934353,0.6099390405512854,0.9510179136006035,926,45,25,152,run411,2010,True,0.3,100,7,2,200,10,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8527874564459931,0.9531405782652044,0.8868274582560297,0.9187890437289764,0.8993414863593603,0.15515557579563322,0.6180758017492711,0.9561677746398549,956,47,23,122,run412,2010,True,0.3,100,7,2,200,13,0.1,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8484320557491289,0.9538152610441767,0.8812615955473099,0.9161041465766635,0.8948756593820648,0.1582286440358938,0.6191094619666049,0.9532361680586604,950,46,24,128,run413,2010,True,0.3,100,7,2,200,13,0.1,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8423344947735192,0.9525731584258325,0.87569573283859,0.9125181246979217,0.8900622289270225,0.14225590431053708,0.6409488470712961,0.9580308016302219,944,47,23,134,run414,2010,True,0.3,100,7,2,200,7,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8318815331010453,0.9501525940996948,0.8664192949907236,0.9063561377971858,0.8819641170915958,0.11351241076300285,0.5917704744235357,0.9496813185956968,934,49,21,144,run415,2010,True,0.3,100,7,2,200,7,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8336236933797909,0.9530132788559755,0.865491651205937,0.9071463296062227,0.8816858816858817,0.14070667267696843,0.6280148423005567,0.9536064755770537,933,46,24,145,run416,2010,True,0.3,100,7,2,200,10,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8405923344947736,0.9515640766902119,0.8747680890538033,0.9115514741420976,0.8891193663963795,0.13166100498858974,0.5906175457195866,0.9463327301547291,943,48,22,135,run417,2010,True,0.3,100,7,2,200,10,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8588850174216028,0.9525691699604744,0.8942486085343229,0.9224880382775119,0.9053343350864012,0.1544102890816353,0.6341372912801484,0.9566861200324712,964,48,22,114,run418,2010,True,0.3,100,7,2,200,13,0.2,0.8,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
XGBoost,0.7,0.8484320557491289,0.950199203187251,0.8849721706864564,0.9164265129682997,0.8972911963882618,0.12331314100281182,0.6081367611979857,0.9516561269692037,954,50,20,124,run419,2010,True,0.3,100,7,2,200,13,0.2,1.0,200,0.1,200,0.1,0.01,l1,0.5,rbf,scale,"(32,)",0.0001,0.001,relu
